Item Code,Group Code,Item Name,Barcode/Print Name,Company,Quality,Unit,Opening Qty,Opening Value,Min Level,Reorder Level,Fixed Sale Rate,Fixed Purchase Rate,Wholesale Rate,Purchase Rate,Cost Rate A,Cost Rate B,Cost Rate C,HSN Code,GST %,Box,Cut,Mark,Date,Active
2361,GAMCHA,White Cherry-Champai,White Cherry-Champai,Rtm,,P,0,0,0,0,43.5,0.0,0.0,0.0,0,0,0,,43.5,0,,,2024-11-02,True
2362,GAMCHA,Parliament-Champai,Parliament-Champai,Rtm,,P,0,0,0,0,67.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2363,RUBIA,Tata,Reliance (75CM 3F),Mp,,P,0,0,0,0,25.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2364,SAREE,Kala Kunj,Rasili 5MTR,Ri,,P,0,0,0,0,105.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2365,SAREE,Time Bomb,Time Bomb,Mf,,P,0,0,0,0,250.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2366,SAREE,Chand Sitare,Chand Sitare,Mf,,P,0,0,0,0,230.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2367,SAREE,Youtube,Youtube,Mf,,P,0,0,0,0,222.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2368,SAREE,Salsa Dance,Salsa Dance,Mf,,P,0,0,0,0,221.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2369,SAREE,Hera Pheri,Hera Pheri,Mf,,P,0,0,0,0,275.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2370,FABRICS,Wool Worth,Wool Worth,Mfa,,P,0,0,0,0,173.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2371,FABRICS,Crystal Wool,Crystal Wool,Mfa,,P,0,0,0,0,155.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-02,True
2372,SAREE,Zomato,Zomato,Js,,P,0,0,0,0,197.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2373,SUIT,Mission Impossible,Mission Impossible,As,,P,0,0,0,0,585.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2374,SUIT,Chiranjivi,Chiranjivi,As,,P,0,0,0,0,570.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2375,SUIT,Guldasta,Guldasta,As,,P,0,0,0,0,585.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2376,SUIT,Axis Bank,Axis Bank,As,,P,0,0,0,0,605.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2377,SUIT,Akash Ganga,Akash Ganga,As,,P,0,0,0,0,750.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2378,SUIT,50-50,50-50,As,,P,0,0,0,0,635.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2379,SUIT,Annapurna,Annapurna,As,,P,0,0,0,0,630.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2380,SUIT,Sanjivani,Sanjivani,As,,P,0,0,0,0,409.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2381,SUIT,Music Album,Music Album,As,,P,0,0,0,0,626.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2382,SAREE,Blossom,Blossom,Gs,,P,0,0,0,0,450.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2383,SAREE,Satrangi,Satrangi,Gs,,P,0,0,0,0,320.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2384,SAREE,Maidaan,Maidaan,Gs,,P,0,0,0,0,490.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2385,SAREE,Jamna Paar,Jamna Paar,Gs,,P,0,0,0,0,372.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2386,SAREE,Late Night,Late Night,Gs,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2387,SAREE,Poonam,Poonam,Gs,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2388,SAREE,Maharathi,Maharathi,Gs,,P,0,0,0,0,455.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2389,SAREE,Jee Karda-2,Jee Karda-2,Gs,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2390,SAREE,Lakhpati,Lakhpati,Gs,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2391,SAREE,Kwality,Kwality,Gs,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2392,SAREE,Prince,Prince,Asc,,P,0,0,0,0,190.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2393,SAREE,Russian Lady,Pani Puri,Asc,,P,0,0,0,0,186.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2394,SAREE,Indian Lady,Tejas,Asc,,P,0,0,0,0,179.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-04,True
2395,SAREE,Garba (Pouch),Garba (Pouch),Mf,,P,0,0,0,0,447.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2396,SAREE,Basket Chat (Pouch),Basket Chat (Pouch),Mf,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2397,SAREE,Paramount (Pouch),Paramount (Pouch),Mf,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2398,SAREE,Action Hero (Pouch),Action Hero (Pouch),Mf,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2399,SAREE,Urmila (Pouch),Urmila (Pouch),Mf,,P,0,0,0,0,356.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2400,SAREE,Pankti (Pouch),Pankti (Pouch),Mf,,P,0,0,0,0,408.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2401,SAREE,Power Bank (Pouch),Power Bank (Pouch),Mf,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2402,SAREE,Jagmag (Pouch),Jagmag (Pouch),Mf,,P,0,0,0,0,382.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2403,MARKIN,Kranti,51519-00,Ata,,P,0,0,0,0,15.61,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-05,True
2404,SAREE,Mileage,Mileage,Gs,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2405,SAREE,Hul Chal,Hul Chal,Gs,,P,0,0,0,0,407.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2406,SAREE,Trademark,Trademark,Gs,,P,0,0,0,0,430.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2407,SAREE,Ashwini,Ashwini,Gs,,P,0,0,0,0,355.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2408,SAREE,Dunki,Dunki,Gs,,P,0,0,0,0,425.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2409,SAREE,Chandrayan,Chandrayan,Gs,,P,0,0,0,0,378.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2410,SAREE,Sangini,Sangini,Gs,,P,0,0,0,0,355.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2411,SUIT,Hot & Sour,Hot & Sour,As,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2412,SUIT,Pratima,Pratima,As,,P,0,0,0,0,375.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2413,SUIT,Amardeep,Amardeep,As,,P,0,0,0,0,375.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2414,SUIT,Balushahi,Balushahi,As,,P,0,0,0,0,426.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2415,SUIT,Bridge,Bridge,As,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2416,SUIT,Seiko,Seiko,Ttf,,P,0,0,0,0,251.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2417,SUIT,Colie,Colie,Ttf,,P,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2418,SUIT,Dahi Bhalla,Dahi Bhalla,Ttf,,P,0,0,0,0,235.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-06,True
2419,MARKIN,Jangal Ka Raja,Jangal Ka Raja,Ata,,P,0,0,0,0,30.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-09,True
2420,SUIT,1700,1700,Asl,,P,0,0,0,0,72.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-09,True
2421,SUIT,5400,5400,Asl,,P,0,0,0,0,128.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-09,True
2422,UNSTITCHED SUIT,Riwaaz,Bpl,Asl,,P,0,0,0,0,725.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-09,True
2423,UNSTITCHED SUIT,Jhilmil,Jhilmil,Asl,,P,0,0,0,0,760.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-09,True
2424,SAREE,Open Order,Open Order,Mf,,P,0,0,0,0,290.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2425,SAREE,Nandlal,Nandlal,NSS1,,P,0,0,0,0,475.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2426,SAREE,Krishna Leela,Krishna Leela,NSS1,,P,0,0,0,0,500.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2427,SAREE,Seven Wonder,Seven Wonder,NSS1,,P,0,0,0,0,555.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2428,SAREE,Thank God,Thank God,NSS2,,P,0,0,0,0,296.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2429,SAREE,Island,Island,NSS2,,P,0,0,0,0,356.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2430,SAREE,Udan Chhu,Udan Chhu,NSS2,,P,0,0,0,0,360.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2431,SAREE,Tasty,Tasty,NSS2,,P,0,0,0,0,299.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2432,SAREE,Box Office,Box Office,Js,,P,0,0,0,0,197.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2433,SAREE,Stree 2,Stree 2,St,,P,0,0,0,0,182.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2434,SAREE,Parle-G,Parle-G,Srpf,,P,0,0,0,0,327.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2435,SAREE,Status,Status,Mf,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2436,SAREE,Little Girl,Little Girl,Mf,,P,0,0,0,0,348.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2437,SAREE,Kasauti,Kasauti,Mf,,P,0,0,0,0,405.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2438,SAREE,Circus,Circus,Mf,,P,0,0,0,0,385.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2439,SAREE,Natraj,Natraj,Mf,,P,0,0,0,0,410.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2440,GAMCHA,Banarasi Babu Gold,Banarasi Babu Gold,Pf,,P,0,0,0,0,49.5,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-11,True
2441,SAREE,Simran,Dhadkan,Asc,,P,0,0,0,0,163.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-12,True
2442,SAREE,Pankhudi,Shalimar,Asc,,P,0,0,0,0,166.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-12,True
2443,SAREE,Sarovar,Sarovar,Mf,,P,0,0,0,0,367.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-12,True
2444,SAREE,Haseen Pal,Haseen Pal,Mf,,P,0,0,0,0,367.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-12,True
2445,SAREE,Titan World,Titan World,Mf,,P,0,0,0,0,351.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-12,True
2446,SAREE,Rayon Fancy Bandhej,Rayon Fancy Bandhej,Ltj,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2447,SAREE,Rang De Basanti,Rang De Basanti,Ri,,P,0,0,0,0,101.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2448,SAREE,Good Night,Good Night,Bp,,P,0,0,0,0,240.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2449,SAREE,Masala Mania,Masala Mania,Bp,,P,0,0,0,0,320.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2450,SAREE,Babuji,Babuji,Bp,,P,0,0,0,0,355.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2451,SAREE,Liberty,Liberty,Bp,,P,0,0,0,0,335.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2452,SAREE,Manohar,Manohar,Bp,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2453,SAREE,Mango Dolly,Mango Dolly,Bp,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2454,SAREE,Jewar,Jewar,Bp,,P,0,0,0,0,375.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2455,SAREE,Sona Babu,Sona Babu,Bp,,P,0,0,0,0,380.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2456,SAREE,Paheli Nazar,Paheli Nazar,Bp,,P,0,0,0,0,390.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-13,True
2457,DHOTI,Supremo,Doller,Ata,,P,0,0,0,0,217.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-19,True
2458,DHOTI,Swayambar,Vijay Babu,Ata,,P,0,0,0,0,197.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-19,True
2459,DHOTI,Shree Gopal,New Doller,Ata,,P,0,0,0,0,185.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-19,True
2460,POPLIN,Kajal,Blueberry (98L Than),Af,,P,0,0,0,0,37.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-19,True
2461,SAREE,Nikhar,Nikhar,Bp,,P,0,0,0,0,270.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2462,SAREE,Bijli Giri,Bijli Giri,Kss,,P,0,0,0,0,285.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2463,SAREE,Kanki,Kanki,Kss,,P,0,0,0,0,435.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2464,SAREE,Jupiter,Jupiter,Kss,,P,0,0,0,0,195.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2465,SAREE,Hathel,Hathel,Kss,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2466,SAREE,Reena,Reena,Kss,,P,0,0,0,0,260.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2467,SAREE,Kaju Katli,Kaju Katli,Asc,,P,0,0,0,0,158.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-20,True
2468,FABRICS,Pixel,Pixel,Mfa,,P,0,0,0,0,135.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-21,True
2469,SAREE,Kuldevi,Kuldevi,Bp,,P,0,0,0,0,255.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-21,True
2470,SAREE,Ekta,Ekta,Bp,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-21,True
2471,SAREE,Shararat,Shararat,Js,,P,0,0,0,0,350.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-21,True
2472,MULMUL,Suchitra,Aishwarya,Ata,,P,0,0,0,0,27.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-21,True
2473,SAREE,Super Gold,Super Gold,Ri,,P,0,0,0,0,178.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2474,SAREE,Super Doria (Gold),Super Doria (Gold),St,,P,0,0,0,0,193.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2475,SAREE,Orange Orange,Orange Orange,Ppp,,P,0,0,0,0,278.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2476,FABRICS,Five Star Dobby Check,Five Star Dobby Check,Mfa,,P,0,0,0,0,110.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2477,FABRICS,Monalisha,Monalisha,Mfa,,P,0,0,0,0,118.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2478,FABRICS,Party Line,Party Line,Mfa,,P,0,0,0,0,155.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2479,SAREE,Bread Butter,Bread Butter,Mf,,P,0,0,0,0,503.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2480,SAREE,Pragya,Pragya,Mf,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2481,PETICOT,Gadar (Stitched),Gadar (Stitched),Gsb,,P,0,0,0,0,75.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2482,MARKIN,Ashwadhama,Ashwadhama,Ata,,P,0,0,0,0,36.75,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-22,True
2483,SAREE,Ring Road,Ring Road,Bp,,P,0,0,0,0,370.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-23,True
2484,SAREE,Sunidhi (Bag),Sunidhi (Bag),Sgi,,P,0,0,0,0,165.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2485,DHOTI,Bharat Ratna,Bharat Ratna,Ata,,P,0,0,0,0,169.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2486,SAREE,Doria Gold,Doria Gold,St,,P,0,0,0,0,193.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2487,GAMCHA,Pm White,Pm White,Rtm,,P,0,0,0,0,66.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2488,MARKIN,Badshah,Pushpak,Ata,,P,0,0,0,0,31.25,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2489,MULMUL,Kohinoor,Dhanlaxmi,Ata,,P,0,0,0,0,17.01,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2490,SAREE,Chandrika,Chandrika,Mf,,P,0,0,0,0,280.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2491,SAREE,Tip Top,Tip Top,Mf,,P,0,0,0,0,289.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2492,SAREE,Website,Website,Mf,,P,0,0,0,0,313.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2493,SAREE,Rupali,Rupali,Mf,,P,0,0,0,0,335.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2494,SAREE,Narangi,Narangi,Mf,,P,0,0,0,0,316.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2495,SAREE,Pashmina,Pashmina,Mf,,P,0,0,0,0,330.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2496,SAREE,Popcorn,Popcorn,Mf,,P,0,0,0,0,281.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2497,SAREE,Rainbow,Rainbow,Mf,,P,0,0,0,0,300.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2498,SAREE,Dragon Fruit,Dragon Fruit,Ns,,P,0,0,0,0,310.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2499,SAREE,Fala Fal,Fala Fal,Ns,,P,0,0,0,0,298.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2500,SAREE,Yaadgar,Yaadgar,Ns,,P,0,0,0,0,365.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2501,SAREE,Bad Boy,Bad Boy,Ns,,P,0,0,0,0,251.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2502,SAREE,Bal Gopal,Bal Gopal,Ns,,P,0,0,0,0,350.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2503,SAREE,Everest,Everest,Mf,,P,0,0,0,0,232.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2504,SAREE,Chinmayi,Chinmayi,Mf,,P,0,0,0,0,311.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2505,SAREE,Kaushalya,Kaushalya,Mf,,P,0,0,0,0,341.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2506,SAREE,Chandrayaan,Chandrayaan,Mf,,P,0,0,0,0,345.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2507,SAREE,Mastani,Mastani,Mf,,P,0,0,0,0,311.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2508,SAREE,Money Plant,Money Plant,Mf,,P,0,0,0,0,323.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2509,SAREE,Raj Kumari,Raj Kumari,Mf,,P,0,0,0,0,334.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2510,SAREE,Genda Phool,Genda Phool,Mf,,P,0,0,0,0,358.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2511,SAREE,Silky Rose,Silky Rose,Mf,,P,0,0,0,0,382.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2512,SAREE,Angel Pari,Angel Pari,Mf,,P,0,0,0,0,373.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2513,SAREE,Silver Beauty,Silver Beauty,Mf,,P,0,0,0,0,380.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2514,SAREE,Jagruti,Jagruti,Mf,,P,0,0,0,0,395.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2515,ASTAR,Vimal,Activa 75 Cm,Ri,,P,0,0,0,0,10.7,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2516,SUIT,The Winner,The Winner,Ri,,P,0,0,0,0,625.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2517,SUIT,The Winner,The Winner,As,,P,0,0,0,0,625.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2518,SUIT,Bsnl,Bsnl,As,,P,0,0,0,0,720.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2519,ASTAR,Activa 65CM 3FOLD,Activa 65CM 3FOLD,Ri,,P,0,0,0,0,10.4,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2520,ASTAR,Femina,Activa 65CM 3FOLD,Ri,,P,0,0,0,0,9.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2521,DHOTI,Roopmati,Shriman,Ata,,P,0,0,0,0,164.51,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2522,SAREE,Upi,Upi,Mf,,P,0,0,0,0,212.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2523,SAREE,Run Out,Run Out,Mf,,P,0,0,0,0,225.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2524,LOHI,Lohi-LE60,Lohi-LE60,Asl,,P,0,0,0,0,190.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2525,LOHI,Lohi-Hichoice,Lohi-Hichoice,Asl,,P,0,0,0,0,90.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2526,SAREE,Sakhi Saheli,Sakhi Saheli,Mf,,P,0,0,0,0,238.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2527,SAREE,Gold Medal,Gold Medal,Mf,,P,0,0,0,0,230.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2528,SAREE,Teen Patti,Teen Patti,Mf,,P,0,0,0,0,262.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2529,SAREE,Sharmila,Sharmila,Gs,,P,0,0,0,0,305.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2530,SAREE,Mission Majnu,Mission Majnu,Gs,,P,0,0,0,0,449.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-24,True
2531,SUIT,Coromandal,Coromandal,Ttf,,P,0,0,0,0,230.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2532,SUIT,Butter,Butter,Ttf,,P,0,0,0,0,215.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2533,SUIT,Anydesk,Anydesk,Ttf,,P,0,0,0,0,220.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2534,SUIT,Aloo Tandoori,Aloo Tandoori,Ttf,,P,0,0,0,0,230.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2535,SUIT,Namrata,Namrata,Ttf,,P,0,0,0,0,227.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2536,SAREE,Kanya(Pouch),Kanya(Pouch),Kss,,P,0,0,0,0,405.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2537,SAREE,Raja Ki Barat(60GM+Pouch),Raja Ki Barat(60GM+Pouch),Kss,,P,0,0,0,0,530.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2538,SAREE,Induka(60GM+Pouch),Induka(60GM+Pouch),Kss,,P,0,0,0,0,480.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
2539,SAREE,Hilton(60GM+Pouch),Hilton(60GM+Pouch),Kss,,P,0,0,0,0,560.0,0.0,0.0,0.0,0,0,0,,5.0,0,,,2024-11-25,True
